Name,Height,Reach,STANCE,DOB,ID,Hometown,Hometown_Elevation,Trains_Out_Of
Natan Levy,"5' 9""","71""",Southpaw,"Sep 30, 1991",a29db9cd4f9ccea5,Tel Aviv,20.56819343566895,Syndicate MMA
John Lewis,"6' 0""",--,Southpaw,--,4a01dc8376736ef5,"Las Vegas, Nevada",611.1598510742188,Lewis
Derrick Lewis,"6' 3""","79""",Orthodox,"Feb 07, 1985",d3df1add9d9a7efb,"Houston, Texas",14.5621976852417,Main Street Boxing & Muay Thai
Bevon Lewis,"6' 3""","79""",Orthodox,"May 05, 1991",899923ff6ab13917,"Lawrenceville, Georgia",325.9414978027344,Jackson-Wink MMA
Brandon Lewis,"5' 4""","70""",Orthodox,"Aug 02, 1997",6623cb1c27025634,"Port Richey, Florida",4.566758632659912,Superman's MMA
Malik Lewis,"6' 0""","75""",Orthodox,"Mar 04, 1996",f60dbe6e05489c4f,Texas,571.7687377929688,Genesis Jiu-Jitsu
Chi Lewis-Parry,"6' 9""",--,,"Aug 10, 1983",a307a10414d0ad00,London,7.168957710266113,The Dream Team
Li Jingliang,"6' 0""","71""",Orthodox,"Mar 20, 1988",e64b96c07d7ce999,"Tacheng, Xinjiang",555.7051391601562,China Top Team
Liang Na,"5' 5""","67""",Orthodox,"Jul 27, 1996",ec0dcceace7d25a3,Heilongjiang,147.3525695800781,Longyun MMA Gym
Jess Liaudin,"5' 9""","72""",Orthodox,--,a8aba6fd8a463043,"Evry, Ile-de-France",78.22288513183594,Pancrase London
Chuck Liddell,"6' 2""","76""",Orthodox,"Dec 17, 1969",a390eb8a9b2df298,"San Luis Obispo, California",69.1565933227539,The Pit
Rodrigo Lidio,"5' 11""","73""",Orthodox,"Jul 07, 1989",11b5a809c3120e27,"Salvador, Bahia",37.99760818481445,Nordeste Jiu-Jitsu
Sam Liera,--,--,,--,421ccfc6ddb17958,"Fullerton, California",48.41919708251953,CSW
Zach Light,"5' 8""",--,Orthodox,"Feb 06, 1974",5d7c18191b8aa432,"Huntington Beach, California",11.58590698242188,Wolfslair
Scott Lighty,"6' 2""",--,,"Oct 15, 1978",998c8890a8dde1eb,"San Carlos, California",9.289453506469727,S.K.S. Fight Team
Chris Liguori,"5' 9""",--,Orthodox,--,0e31bfd26cc8c503,"Toms River, New Jersey",6.497743606567383,Ricardo Almeida Jiu-Jitsu
Donnie Liles,"5' 9""",--,Orthodox,--,a1bf037613180253,"Colorado Springs, Colorado",1831.073608398438,Rough House MMA & Fitness
Jae Suk Lim,"5' 9""",--,Orthodox,"Nov 09, 1979",bbb15f301e4a490a,Jeongseon,620.4241943359375,CMA Korea
Hyun Gyu Lim,"6' 3""","77""",Orthodox,"Jan 16, 1985",203c957eac95dd87,Seoul,192.5899200439453,Team Macho
Juliana Lima,"5' 5""","65""",Orthodox,"Mar 15, 1982",75a6a390fd5dca46,"Belo Horizonte, Minas Gerais",854.6533813476562,Gracie Barra BH
Dhiego Lima,"6' 2""","75""",Orthodox,"Jan 31, 1989",e9213f53ddeca978,"Goiania, Goias",771.5121459960938,American Top Team Atlanta
Douglas Lima,"6' 1""",--,,"Jan 05, 1988",264111bf62662fbf,"Goiania, Goias",771.5121459960938,American Top Team Atlanta
Mabelly Lima,"5' 2""",--,Orthodox,"Jan 25, 1994",6135fd9665fbb74e,"Limoeiro do Norte, Ceara",34.07185745239258,Master Kombat
Andre Lima,"5' 7""","67""",Orthodox,"Feb 04, 1999",b1f21ce050035d58,"Guarulhos, Sao Paulo",764.6548461914062,Team Lucas Mineiro
Miguel Linares,--,--,,--,18c49685296c60e6,,,
Emiliano Linares,"5' 8""","72""",Orthodox,"Apr 21, 1997",a4ef92274a45143d,,,
Matt Lindland,"6' 0""","74""",Southpaw,"May 17, 1970",0e041d43a47d2e4b,"Eagle Creek, Oregon",104.9728698730469,Team Quest
Jake Lindsey,"5' 11""",--,Switch,"Jun 21, 1986",33e00249ef08d3a4,"Manhattan, Kansas",311.809326171875,Combative Sports Center
John Lineker,"5' 3""","67""",Orthodox,"Jun 12, 1990",c268b2cfebccf652,"Paranagua, Parana",7.977068424224854,OCS Jiu-Jitsu
Austin Lingo,"5' 10""","70""",Orthodox,"Jul 10, 1994",305d73ede05e31ad,"Mesquite, Texas",152.9335784912109,Fortis MMA
Lucio Linhares,"6' 2""",--,Orthodox,"Dec 08, 1973",a780d16cf7eed44d,"Ipatinga, Minas Gerais",244.7845611572266,Alliance Jiu-Jitsu
Philipe Lins,"6' 2""","78""",Orthodox,"Aug 17, 1985",53c943c873cffe90,"Natal, Rio Grande do Norte",30.26502227783203,American Top Team
Ariane Lipski,"5' 6""","67""",Orthodox,"Jan 26, 1994",6551c64fbcd1a467,"Curitiba, Parana",898.2212524414062,Lioness MMA
Tainara Lisboa,"5' 7""","67""",Orthodox,"Mar 02, 1991",2c5f5749569eef66,"Santos, Sao Paulo",1.994116067886353,Damas 013
Dean Lister,"6' 1""","75""",Orthodox,"Feb 13, 1976",68c6cd5287b473a7,"San Diego, California",15.22877025604248,Victory MMA
Wesley Little,"6' 4""",--,,--,008c6e1a25751575,,,
James Llontop,"6' 0""","73""",Orthodox,"Aug 02, 1999",93b2b7caa457cbea,Lima,136.0156860351562,Team FFC
Abner Lloveras,"5' 11""",--,,"Sep 04, 1982",6448e57a9533b7e4,"Barcelona, Catalonia",20.47507095336914,Gracie Barcelona
Brian Lo-A-Njoe,"5' 7""",--,Orthodox,--,7abce81b72fbbd9b,Amsterdam,2.238700389862061,Matuari
John Lober,"5' 11""",--,Orthodox,"Feb 26, 1968",31652c9267606d54,"Huntington Beach, California",11.58590698242188,Team Machine
Artem Lobov,"5' 9""","65""",Southpaw,"Aug 11, 1986",02f2a9702ba3d167,Dublin,5.0190749168396,SBG Ireland
Dylan Lockard,"5' 9""","72""",Orthodox,"May 19, 1992",9caa254991a5a698,"Hollis, New Hampshire",119.3037948608398,Professional Martial Arts
Sean Loeffler,"6' 3""",--,Orthodox,"May 23, 1982",d3d1ff3f3dfa0931,"Hermosa Beach, California",6.912582397460938,The Compound MMA
Christian Lohsen,"6' 2""","77""",Southpaw,"Jan 24, 1995",4ab36d70d1b28b58,"Deland, Florida",11.3688325881958,Darkwolf MMA
David Loiseau,"6' 0""","76""",Orthodox,"Dec 17, 1979",22e47b53e4ceb27c,"Montreal, Quebec",36.22978210449219,Tristar Gym
Hector Lombard,"5' 9""","71""",Southpaw,"Feb 02, 1978",db1f2ed63b54b9a7,Matanzas,45.23169708251953,UFD Gym
Michael Lombardo,"6' 0""","72""",Orthodox,"Apr 03, 1990",6d6b9a6cb063b60d,"Jupiter, Florida",2.425028085708618,American Top Team
Rocky Long,--,--,,"Feb 18, 1978",10e04e5e81f391a0,"Spring, Texas",36.7662353515625,Thugjitsu
Thomas Longacre,"5' 9""",--,Orthodox,--,989be26791d0aad4,"Tulsa, Oklahoma",219.2913665771484,Team Thunder
Loma Lookboonmee,"5' 1""","61""",Orthodox,"Jan 18, 1996",4e30e4250cb08b61,,,
Ange Loosa,"5' 10""","74""",Orthodox,"Mar 18, 1993",1497e735d9f2560a,Kinshasha,278.25,Kill Cliff FC
Lucas Lopes,"6' 2""",--,,"Oct 05, 1979",1f70dd67ad507990,"Rockledge, Florida",7.192975044250488,American Top Team Rockledge
Dileno Lopes,"5' 5""",--,,"Sep 26, 1984",8270c00fae24c922,"Manacapuru, Amazonas",37.41908264160156,Nova Uniao Manaus
Diego Lopes,"5' 11""","72""",Orthodox,"Dec 30, 1994",f166e93d04a8c274,"Manaus, Amazonas",45.5338249206543,Lobo Gym MMA
Bruno Lopes,"6' 2""","75""",Orthodox,"Apr 24, 1993",0abcf6bc47191219,"Cotia, Sao Paulo",841.4195556640625,011 MMA Team
Ivan Lopez,"5' 6""",--,Southpaw,--,0db9d2486d564a3c,"Tijuana, Baja California",110.0424346923828,Entram Gym
Steve Lopez,"5' 11""",--,Orthodox,"Jul 30, 1984",6085ceb59087514b,"South Bend, Indiana",215.9748687744141,Syndicate MMA
Federico Lopez,"5' 4""",--,Orthodox,--,9681e0ce67dc978b,"Murrieta, California",334.7969970703125,Team Quest
Jorge Lopez,"5' 10""",--,Orthodox,"Nov 21, 1988",ee624ee2a18f2a43,"Mexico City, Federal District",2229.728759765625,Thai Champ
Christopher Lopez,"5' 10""",--,,"Jan 30, 1986",5148a665aa527865,"San Antonio, Texas",198.8741912841797,
Matthew Lopez,"5' 7""","69""",Southpaw,"Jan 21, 1987",2fc7e9701642ca38,"Safford, Arizona",888.9511108398438,Genesis Training Center
Benito Lopez,"5' 10""","73""",Switch,"Apr 06, 1994",773f7feacf96153e,"Oroville, California",49.86566925048828,Team Alpha Male
Gustavo Lopez,"5' 5""","67""",Orthodox,"Jun 27, 1989",93b62c5f2ba18e51,"Wapato, Washington",260.2012939453125,Xtreme Couture
Brendan Loughnane,"5' 10""","70""",Switch,"Dec 05, 1989",b788862dd1c11eac,"Manchester, Greater Manchester",81.84928894042969,All Powers Gym
Nate Loughran,"6' 2""",--,Orthodox,"Jul 28, 1980",cbf94e4c4af4ff6d,"Santa Rosa, California",50.050048828125,Nor-Cal Fighting Alliance
Caolan Loughran,"5' 6""","68""",Orthodox,"May 18, 1996",42ac4020cba261ad,Tyrone,111.4746017456055,Team Kaobon
Rashard Lovelace,--,--,,--,e601d71cf8e5be22,"St. Louis, Missouri",140.9539031982422,
Ian Loveland,"5' 8""",--,Orthodox,"Sep 07, 1983",eea0274e153256a0,"Portland, Oregon",20.7584228515625,Sports Lab
Jakob Lovstad,"6' 3""",--,Orthodox,--,ad044be25c94dcfd,"Trondheim, Trondelag",10.6350040435791,Team Scandinavian
Waylon Lowe,"5' 7""",--,Southpaw,"Oct 31, 1980",28f62d866c59c709,"Philadelphia, Pennsylvania",14.33572292327881,
Brandon Lowe,--,--,,--,78ac94d54aa7f378,"Bethalto, Illinois",160.6011047363281,
Joe Lowry,"5' 11""","73""",Orthodox,"Dec 12, 1989",86248c84834238e7,,,
Lu Kai,"5' 9""","69""",Orthodox,"Mar 01, 1994",a2d23e684b3db732,"San Francisco, California",15.56241893768311,
Lu Zhengyong,--,--,,--,dc1bfd47c3b21ad3,Shanxi,795.2074584960938,Xin-Du Martial Arts Club
Robert Lucarelli,"6' 2""",--,,--,96087e90d900f0ef,"Schenectady, New York",73.41960144042969,
Matt Lucas,"6' 1""",--,,--,668222c99c5c311d,"Mesa, Arizona",377.5490112304688,Arizona Combat Sports
Cleber Luciano,"5' 6""",--,,--,9bdebbf2735d14c2,"Huntington Beach, California",11.58590698242188,Cleber Jiu-Jitsu
Stephanie Luciano,"5' 6""","65""",Orthodox,"Dec 16, 1999",1b35af4d1529adf6,"Belo Horizonte, Minas Gerais",854.6533813476562,Gordin Fight Team
Iasmin Lucindo,"5' 3""","66""",Orthodox,"Jan 08, 2002",abcf2cc6efc42031,"Fortaleza, Ceara",28.06310272216797,Fight House
Duane Ludwig,"5' 10""","70""",Orthodox,"Aug 04, 1978",84ac950d4c1722dd,"Denver, Colorado",1596.667846679688,Grudge Training Center
Mike Lullo,"5' 8""",--,Orthodox,"Jul 24, 1979",e26882820f9e8df5,"Schaumburg, Illinois",241.3940277099609,
Dalcha Lungiambula,"5' 8""","76""",Orthodox,"Jul 31, 1987",ce632027bf2a871b,"Cape Town, Western Cape",13.82797813415527,Dragon Power
Alexandru Lungu,"6' 0""",--,Orthodox,"Sep 03, 1974",4887e5bc4dbb73ff,Paleu,168.6494445800781,Centru de Arte Martiale Mixte
Vicente Luque,"5' 11""","75""",Orthodox,"Nov 27, 1991",6d4b63c767106d3a,"Westwood, New Jersey",22.18155670166016,Kill Cliff FC
Thaddeus Luster,"6' 3""",--,,--,505934897b8b4824,"Van Nuys, California",220.9232330322266,
Travis Lutter,"5' 11""","75""",Orthodox,"May 12, 1973",622f015c81a9b13a,"Dallas, Texas",137.5803375244141,Lion's Den Dallas
Tucker Lutz,"5' 8""","72""",Orthodox,"Jul 12, 1994",7832f2f62f04178f,"Baltimore, Maryland",10.96663093566895,Ground Control
Lv Zhenhong,"5' 8""","67""",Switch,"Jun 25, 1993",5a4913108a3b9190,,,
Stevie Lynch,"5' 10""",--,Orthodox,--,710d93f1508f7104,,,
Adam Lynn,"5' 10""",--,Orthodox,--,edfe95e3c33a4bf8,"Laguna Hills, California",89.70921325683594,Subfighter MMA
Chris Lytle,"5' 11""","68""",Orthodox,"Aug 18, 1974",91acd6910b802a9e,"Indianapolis, Indiana",222.7775268554688,Integrated Fighting Academy
Dong Hyun Ma,"5' 11""","70""",Orthodox,"Sep 09, 1988",98a6b2361045898f,Busan,29.74184989929199,Busan Team MAD
Pawan Maan,"5' 7""","70""",Orthodox,"Apr 06, 1986",450bacdacd706bcd,,,
William Macario,"5' 11""","75""",Orthodox,"Jul 01, 1991",ed74afc8b5b47a61,"Rio de Janeiro, Rio de Janeiro",7.758727073669434,Pejor
Jason MacDonald,"6' 3""","80""",Orthodox,"Jun 03, 1975",2be6596a9db33bf5,"Edmonton, Alberta",667.5521240234375,Pure Fitness
Rob MacDonald,"6' 3""","78""",Orthodox,"Sep 05, 1978",f3388d2cf7ab3f64,"Mississauga, Ontario",159.9765472412109,Franco Behring
Rory MacDonald,"6' 0""","76""",Orthodox,"Jul 22, 1989",cbd5d3cdd862e90e,"Kelowna, British Columbia",343.0797119140625,Tristar Gym
Ryan MacDonald,"5' 11""","71""",Switch,"Mar 18, 1993",35e1f9984ed64206,"North Platte, Nebraska",852.9609985351562,Disorderly Conduct
Clayton MacFarlane,--,--,,--,39831e62d12e7ad1,"Vista, California",100.1280670166016,Team Xplode MMA
Ilima Macfarlane,"5' 4""",--,,--,8cf90e41646491fd,,,
Valesca Machado,"5' 4""","63""",Orthodox,"May 06, 1996",a1a91dbf41a029c4,"Rio de Janeiro, Rio de Janeiro",7.758727073669434,War Machine
Caio Machado,"6' 4""","78""",Southpaw,"Jul 20, 1994",89839250eb25c9c1,"Olinda, Pernambuco",3.294691801071167,RD Champions
Lyoto Machida,"6' 1""","74""",Southpaw,"May 30, 1978",f7a7f7118d4b01b6,"Belem, Para",1.740754961967468,APAM
War Machine,"5' 11""",--,Orthodox,"Nov 30, 1981",cd7bafbeee1f29a0,"Las Vegas, Nevada",611.1598510742188,Und1sputed
Anthony Macias,"5' 9""",--,Switch,--,dedc3bb440d09554,"Oklahoma City, Oklahoma",366,USA Stars
Pauline Macias,"5' 4""","64""",Southpaw,"Jun 27, 1988",e88b83dea18f5d31,"Denver, Colorado",1596.667846679688,Factory X
Reza Madadi,"5' 11""","73""",Orthodox,"Jun 20, 1978",e25bcbcdaf6537a1,Tehran,1262.513427734375,Allstars Training Center
Don Madge,"6' 0""","72""",Southpaw,"Nov 12, 1990",68c7ad953455c73f,"Johannesburg, Gauteng",1743.009643554688,FightFit Militia
Ryan Madigan,"6' 0""",--,Orthodox,--,a8d521d913df4e31,"Cuyahoga Falls, Ohio",313.3936462402344,Jungle Fight Team
Victor Madrigal,"5' 7""","71""",Orthodox,"Aug 16, 1990",cc63a5f0089d8ba9,"Guadalajara, Jalisco",1546.568969726562,Mad Dogs MMA
Jon Madsen,"6' 0""","72""",Orthodox,"Feb 12, 1980",7691a80e6ca3e55b,"Granite City, Illinois",128.2301635742188,HIT Squad
Mark Madsen,"5' 8""","72""",Orthodox,"Sep 23, 1984",da0995f19b749cfa,,,
Yoshiro Maeda,"5' 7""","68""",Southpaw,"Oct 31, 1981",a4bf17bd3ba3423b,"Takamatsu, Kagawa",4,Pancrase Inagakigumi
Leonardo Mafra,"5' 10""","70""",Orthodox,"Apr 25, 1989",8bbc0cfc01bc1ba1,,,
Vinny Magalhaes,"6' 3""","75""",Orthodox,"Jul 02, 1984",88a9bc81271ccd89,Rio de Janeiro,7.758727073669434,Syndicate MMA
Vinicius Magalhaes,--,--,,"Jul 30, 1971",1b583c64c23f0c7f,"Belo Horizonte, Minas Gerais",854.6533813476562,Belo Horizonte Vale Tudo
Caio Magalhaes,"6' 1""","73""",Orthodox,"Dec 14, 1987",0c5c66ddd1886b83,"Fortaleza, Ceara",28.06310272216797,Teixeira MMA & Fitness
Bernardo Magalhaes,"5' 9""",--,Orthodox,"Apr 08, 1981",7a613f78dd7ee8f8,Rio de Janeiro,7.758727073669434,TP Fight Team
Eric Magana,--,--,,--,8db1b36dde268ef6,,,
Brandon Magana,--,--,Orthodox,--,2015c944226ad2df,"El Cajon, California",132.9424591064453,
Angela Magana,"5' 1""","65""",Orthodox,"Aug 02, 1983",bd878a638e0e3be3,"Farmington, New Mexico",1613.68896484375,Independent
Neil Magny,"6' 3""","80""",Orthodox,"Aug 03, 1987",84b3e7d38f2d2ec5,"Brooklyn, New York",18.86631393432617,Elevation Fight Team
Raimond Magomedaliev,"6' 1""","75""",Orthodox,"Jun 10, 1990",d16373b3568678d4,"Makhachkala, Dagestan",-4.028912544250488,Eagles MMA
Ibragim Magomedov,"6' 0""",--,Orthodox,--,e7e970d508529bf3,St. Petersburg,7.747803211212158,Red Devil Sport Club
Rashid Magomedov,"5' 9""","70""",Orthodox,"Nov 29, 1984",7ea1f74cef32f906,"Makhachkala, Dagestan",-4.028912544250488,Gorets
Ruslan Magomedov,"6' 3""","78""",Orthodox,"Nov 26, 1986",369e1ce458ef50a6,Dagestan,1694.331420898438,Fight Club Berkut
Abus Magomedov,"6' 2""","78""",Orthodox,"Sep 02, 1990",36b8f265bcd1b7a4,Argun,112.5079879760742,UFD Gym
Shara Magomedov,"6' 2""","73""",Orthodox,"May 16, 1994",06734ca9d88dec3a,,,
Zabit Magomedsharipov,"6' 1""","73""",Orthodox,"Mar 01, 1991",87aa9fb63d6b51a1,"Makhachkala, Dagestan",-4.028912544250488,Ricardo Almeida Jiu-Jitsu
John Maguire,"5' 9""","69""",Southpaw,"May 19, 1983",1a7745388839e52b,"Wisbech, Cambridgeshire",7.536698341369629,Tsunami Gym
Lolohea Mahe,--,--,,--,fb0b6593cec84356,"Kahului Maui, Hawaii",2.77258825302124,I & I Training Center
Michelle Maher,--,--,,--,118463dd8db16e7f,,,
Maheshate,"6' 0""","71""",Orthodox,"Dec 01, 1999",8c1ca54b5089d199,,,
Bill Mahood,"6' 3""",--,Orthodox,"Feb 01, 1967",ae58685caf8e4a0d,"Prince George, British Columbia",576.2203979492188,Revolution Fight Team
Klayton Mai,"5' 9""",--,,"Nov 30, 1986",7a9c1bb08a743d7f,"Dallas, Texas",137.5803375244141,Octagon MMA
Demian Maia,"6' 1""","72""",Southpaw,"Nov 06, 1977",427b5953ac8e3a27,"Santana de Parnaiba, Sao Paulo",704.6689453125,Demian Maia Jiu-Jitsu
Jennifer Maia,"5' 4""","64""",Orthodox,"Oct 06, 1988",8e1f36476ef02a6a,"Curitiba, Parana",898.2212524414062,Chute Boxe
Nayara Maia,"5' 5""","66""",Orthodox,"Jul 25, 1990",03b1b79b34eaf217,,,
Roshan Mainam,--,--,,--,b301292b1bc92bdb,,,
Levan Makashvili,"5' 8""","68""",Orthodox,"Jan 07, 1989",938ad489fb7a1f31,"Oceanside, New York",4.307345390319824,Mutant MMA
John Makdessi,"5' 8""","68""",Orthodox,"May 03, 1985",c21a036b4e012f1c,"Halifax, Nova Scotia",99.54676055908203,Tristar Gym
Islam Makhachev,"5' 10""","70""",Southpaw,"Oct 27, 1991",275aca31f61ba28c,"Makhachkala, Dagestan",-4.028912544250488,Eagles MMA
Aliev Makhmud,"5' 6""",--,Southpaw,"Feb 13, 1970",3d481aa374c954a1,,,
Zach Makovsky,"5' 4""","64""",Southpaw,"Apr 19, 1983",57ab4d7c0bc09a30,"Bethlehem, Pennsylvania",110.9756011962891,Tristar Gym
Azat Maksum,"5' 7""","70""",Southpaw,"Feb 02, 1995",7f1bf0c255ec8756,Kaskelen,838.89794921875,Octagon Fight Team
Jeremy Malaterre,"5' 11""",--,,--,110404b505fb562c,"Littleton, Colorado",1631.183959960938,Grudge Training Center
Fabio Maldonado,"6' 1""","75""",Orthodox,"Mar 17, 1980",1fb80f46d3c105d9,"Sorocaba, Sao Paulo",616.6074829101562,Team Maldonado
Marvin Maldonado,"5' 6""",--,,--,e5ce754b01f922be,"Latham, New York",104.7463455200195,Renzo Gracie Training Facility
Bea Malecki,"5' 9""","74""",Orthodox,"Aug 23, 1991",b60c980f79b87ce8,Stockholm,19.22420120239258,Fortis MMA
Nazareno Malegarie,"5' 8""",--,,"May 16, 1986",d38e8c6ae2dfc051,"Arrecifes, Buenos Aires",45.04378890991211,Team Tavares
Carl Malenko,"5' 11""",--,Orthodox,--,a314687f372b2cec,"Winter Haven, Florida",50.61928939819336,World Class Martial Arts
Jacob Malkoun,"5' 9""","73""",Orthodox,"Aug 26, 1995",d4270315cbcf2569,"Sydney, New South Wales",24.58777236938477,PMA Super Martial Arts
Mike Malott,"6' 1""","73""",Orthodox,"Nov 07, 1991",dd6103dd7127db1d,"Halifax, Nova Scotia",99.54676055908203,Team Alpha Male
Dan Manasoiu,--,--,,--,eefc73b53d4a05d7,,,
Troy Mandaloniz,"5' 9""",--,Orthodox,"Feb 01, 1980",725a834930c2b5bf,"Hilo, Hawaii",3.28571891784668,
Nate Maness,"5' 10""","72""",Orthodox,"Jun 27, 1991",6e9f40c706f91f32,,,
Michael Mangan,--,--,,--,9297ce6eee046f7a,,,
Gary Mangat,"5' 7""",--,,--,1c0ffc63d8ec8f45,,,
Melvin Manhoef,"5' 9""",--,Orthodox,"May 11, 1976",e5767ed355a937c2,Amsterdam,2.238700389862061,Mike's Gym
Melchor Manibusan,"5' 5""",--,Southpaw,"Dec 27, 1976",b6c6d1731ff00eeb,"Tamuning, Guam",41.90567016601562,Spike 22
Jon Manley,"6' 1""",--,Orthodox,"Jul 07, 1986",a0602dd050bebefc,"Adams, Massachusetts",238.0472564697266,Team Link
Steve Mann,"6' 1""",--,,--,0eef1bf99afd4ff2,,,
Marnic Mann,"5' 0""","64""",Southpaw,"Mar 05, 1993",b6203e0492a9336c,"Kalispell, Montana",898.7720947265625,SBG Kalispell
Dylan Mantello,"6' 1""","73""",Orthodox,"Nov 19, 1992",e192ebb85b68fa9e,"Garden City, New York",27.02564811706543,Longo and Weidman MMA
Chris Manuel,"5' 9""",--,Orthodox,"Jul 21, 1987",a23e63184c65f5b8,"Coconut Creek, Florida",3.250432729721069,American Top Team
Jimi Manuwa,"6' 1""","79""",Orthodox,"Feb 18, 1980",1e1dbd1cc5a7469e,Morden,29.09975624084473,Keddles Gym
Cristiano Marcello,"5' 9""","72""",Orthodox,"Dec 03, 1977",ff4c3ab594c7fac3,"Curitiba, Parana",898.2212524414062,CM System
Daniel Marcos,"5' 7""","69""",Orthodox,"Mar 07, 1993",850266b3dc4e506e,"San Miguel, Lima",44.94387817382812,Los Perros Sarnosos
Jose Maria,"5' 5""",--,Orthodox,"Jan 04, 1982",b35ba64b6a2bbcb3,,,
Marcos Mariano,"6' 1""","76""",Switch,"Oct 12, 1986",72e5e5a6edfa8223,"Guarulhos, Sao Paulo",764.6548461914062,Killer Bees
Enrique Marin,"5' 10""",--,,"Sep 02, 1986",23a6e307077c6ccc,"Seville, Andalusia",9.0559663772583,Sutemi Fight Academy
Chepe Mariscal,"5' 7""","69""",Orthodox,"Oct 27, 1992",e0c6edcb5b5d0b90,,,
Ronny Markes,"6' 1""","75""",Orthodox,"Apr 21, 1988",bd21a1e3d41c97ee,"Natal, Rio Grande do Norte",30.26502227783203,Nova Uniao RM
Rory Markham,"6' 0""","71""",Orthodox,"Mar 25, 1982",23a16ebe733e3041,"Bettendorf, Iowa",174.5332489013672,Miletich Martial Arts
Randa Markos,"5' 4""","63""",Orthodox,"Aug 10, 1985",4a57ebb14315b251,"Windsor, Ontario",183.2586822509766,Michigan Top Team
Christina Marks,"5' 7""","69""",Orthodox,"Nov 08, 1985",c7be22a47a58365a,"San Diego, California",15.22877025604248,Fight Ugly
Brendon Marotte,"5' 9""","70""",Orthodox,"Jan 12, 1996",d7fe8c6b7d2872e5,"Hampstead, New Hampshire",98.69293212890625,New England Cartel
Nate Marquardt,"6' 0""","74""",Orthodox,"Apr 20, 1979",a8e6a69796280f17,"Aurora, Colorado",1647.207153320312,High Altitude Martial Arts
Danilo Marques,"6' 6""","77""",Orthodox,"Dec 26, 1985",687c15b2eddfaa63,"Sao Paulo, Sao Paulo",761.88525390625,Kings MMA
Julian Marquez,"6' 2""","72""",Orthodox,"May 08, 1990",d0e1b42d41dab603,"Kansas City, Missouri",273.5425720214844,Factory X
Carmelo Marrero,"6' 0""","73""",Orthodox,"Jan 26, 1981",aa03a3ca00ac6827,"Douglasville, Pennsylvania",59.11625671386719,American Top Team
Cesar Marscucci,--,--,,--,e8efeb9cf33b1941,,,
John Marsh,"6' 0""",--,Orthodox,"Sep 15, 1970",b6b12014698cc345,"Torrance, California",26.27122497558594,Team Neutral Grounds
CJ Marsh,--,--,,--,4c91eb190d5e0dd9,,,
Eliot Marshall,"6' 2""","77""",Orthodox,"Jul 07, 1980",a08d909a5be6f410,"Boulder, Colorado",1623.970947265625,Grudge Training Center
Doug Marshall,"5' 10""",--,Orthodox,"Sep 09, 1975",0c1773639c795466,"Visalia, California",100.2376937866211,Elite Team
David Marshall,"6' 2""",--,,"Aug 24, 1984",0a2813f89a758ff7,"Lodi, California",16.91663551330566,Cesar Gracie Jiu-Jitsu
Francis Marshall,"5' 9""","72""",Orthodox,"Mar 03, 1999",5d495dec23d7c68e,"Jersey City, New Jersey",2.326492786407471,Pellegrino Mixed Martial Arts
Jack Marshman,"6' 0""","73""",Orthodox,"Dec 19, 1989",045f25b3a4c08e81,"Abertillery, Gwent",228.7779693603516,Tillery Combat MMA Academy
Terry Martin,"5' 8""","71""",Orthodox,"Oct 10, 1980",6a92caba39b64752,"Chicago, Illinois",183,Iron Academy
Eric Martin,--,--,,--,abbc4fc02e0d84b3,"Oklahoma City, Oklahoma",366,
Justin Martin,"6' 0""",--,,--,3da19339ee7051d5,"Dallas, Texas",137.5803375244141,
Dave Martin,"6' 0""",--,,--,92c96df8bdab5fea,,,Undisputed Boxing
Joe Martin,"5' 9""",--,,--,325550dab63fb25a,"Susanville, California",1278.737060546875,
Anthony Rocco Martin,"6' 0""","73""",Orthodox,"Dec 11, 1989",5331b25a60417ffb,"Palos Heights, Illinois",190.1166534423828,American Top Team
Mallory Martin,"5' 4""","63""",Orthodox,"Jan 29, 1994",19b7738321cfae42,"Denver, Colorado",1596.667846679688,Elevation Fight Team
Michal Martinek,"6' 2""",--,Southpaw,"Apr 19, 1990",9acf42aebe9bb895,Prague,248.0839080810547,Reinders MMA
Rainy Martinez,"6' 0""",--,Orthodox,--,577ec7e108b94be3,"Tucson, Arizona",724.4033813476562,
Danny Martinez,"5' 6""","67""",Orthodox,"Jun 14, 1985",8a9c6c4301f6d088,"Tempe, Arizona",354.3387756347656,Alliance MMA
Alonzo Martinez,"5' 10""",--,,"Apr 22, 1984",feffee4fc6da3aa3,"Papillion, Nebraska",307.9062194824219,Premier Combat Center
Henry Martinez,"5' 7""","69""",Southpaw,"Aug 07, 1983",76729a829623e266,"Albuquerque, New Mexico",1509.996826171875,Team Irish
Jonathan Martinez,"5' 8""","70""",Southpaw,"Apr 20, 1994",f2477cf43c4975cc,"Plainview, Texas",1024.822021484375,Factory X
Poppies Martinez,"5' 9""",--,,"Aug 19, 1983",8851bb0418d27d28,"Lemoore, California",64.46896362304688,Thrive MMA
Andrew Martinez,"5' 9""",--,,--,f8c2aba4815876b5,"Lemoore, California",64.46896362304688,Team Ochoa
Mana Martinez,"5' 10""","70""",Orthodox,"Mar 25, 1996",c0386644627a7ee5,,,
Victor Martinez,"5' 8""","70""",Orthodox,"Jul 17, 1991",3e708ce33b6b18e6,"Pharr, Texas",35.67056655883789,Fortis MMA
