Name,Height,Reach,Stance,DOB,ID
Mickael Lebout,"5' 11""","73""",Orthodox,"Aug 16, 1987",c575ab451e3c5b1d
Stephen Ledbetter,"5' 9""",--,Orthodox,"Jun 30, 1982",56ec58954158966a
Justin Ledet,"6' 4""","80""",Orthodox,"Sep 28, 1988",ba1e6cb3d43f7430
James Lee,"5' 11""",--,Southpaw,"Sep 22, 1973",863d06a7ef8bc98c
David Lee,"5' 10""",--,Orthodox,--,8caca5857ce0e30b
Jackie Lee,--,--,,--,4985113c0928aa62
Eun Soo Lee,"6' 1""",--,Orthodox,"Mar 07, 1982",39c568f8c579913e
Tae Hyun Lee,"6' 6""",--,Orthodox,"Jan 17, 1975",de99da2c0d18d34a
Tommy Lee,"5' 7""",--,Orthodox,"Jan 20, 1977",806975e1b4f47b27
Matt Lee,"5' 11""",--,Orthodox,--,d9e3743bae8d703d
Imani Lee,--,--,Orthodox,--,0802be3516ef8f66
Vaughan Lee,"5' 6""","66""",Orthodox,"Oct 15, 1982",8bb6f4479685bbcc
Kevin Lee,"5' 9""","77""",Orthodox,"Sep 04, 1992",ee9ebceabfd16fa7
Rocky Lee,"5' 9""",--,Orthodox,"Apr 08, 1987",0d1c163b206e8c5f
Andrea Lee,"5' 6""","69""",Orthodox,"Feb 11, 1989",05fa626cb33d15b8
JeongYeong Lee,"5' 10""","73""",Orthodox,"Nov 13, 1995",d008d785f6347dc2
JungHyun Lee,"5' 5""","65""",Orthodox,"Sep 10, 2002",b6033505c245e28b
ChangHo Lee,"5' 8""","69""",Orthodox,"May 09, 1994",117a06469813e4ef
Ricky Legere Jr.,"5' 8""",--,,--,5817df778cc27274
Sherron Leggett,"5' 8""",--,Southpaw,"Oct 27, 1978",4f670b7972fa0a2e
Cheyden Leialoha,"5' 8""","73""",Orthodox,"Mar 15, 1994",98cbbc06074c68a4
Claudia Leite,"5' 3""","64""",Orthodox,"Nov 04, 1996",90550a08f0b02b6f
Thales Leites,"6' 1""","78""",Orthodox,"Sep 06, 1981",cfb65863d5099327
Stefan Leko,"6' 2""",--,Orthodox,"Jun 03, 1974",d56bb6dff2ae77eb
Gabe Lemley,"5' 8""",--,Orthodox,--,fd4578cac86d75ca
Amanda Lemos,"5' 4""","65""",Southpaw,"May 22, 1987",3df5493bb279226f
Giacomo Lemos,"6' 3""","75""",Orthodox,"Jun 23, 1989",f37822d5b3e47517
Christophe Leninger,"6' 0""",--,Southpaw,--,7269329bd87eb479
Jesse Lennox,"5' 9""","72""",Orthodox,"Mar 10, 1982",3ae10ac4df3df05c
Jean Francois Lenogue,"6' 0""",--,Orthodox,"Nov 29, 1972",e60201cfab7d656d
Nik Lentz,"5' 8""","68""",Orthodox,"Aug 13, 1984",6fb1ba67bef41b37
Alberta Cerra Leon,"5' 8""",--,,--,6e02c318762f52f1
Victoria Leonardo,"5' 5""","64""",Orthodox,"Feb 16, 1990",9dedfdd91070ddd8
Anthony Leone,"5' 6""",--,Orthodox,"May 27, 1987",86b9b51a81e9c339
Chad Leonhardt,"6' 0""",--,,"Feb 19, 1980",657d0ed181f04215
Kimo Leopoldo,"6' 3""",--,Orthodox,"Jan 05, 1968",08ae5cd9aef7ddd3
Michael Lerma,--,--,,--,f1fd8ec1023c89b3
Lukasz Les,--,--,,"Nov 05, 1981",5a8e30ed38a5bc6f
Brock Lesnar,"6' 3""","81""",Orthodox,"Jul 12, 1977",513c6f1715e547a8
Frank Lester,"5' 11""",--,Orthodox,"Jun 10, 1984",edd8d5d8089a35f8
Valerie Letourneau,"5' 7""","68""",Orthodox,"Apr 29, 1983",46a2f24feb258ae0
Leah Letson,"5' 7""","71""",,"Aug 21, 1992",8cb78f3a6c2a08f7
Justin Levens,"5' 11""",--,Orthodox,"Apr 18, 1980",8c3f3c43c8ceb778
Marcus LeVesseur,"5' 9""","70""",Southpaw,"Jul 17, 1982",182f2b78582de3d8
David Levicki,"6' 5""",--,,--,49590e0508b2c19f
Kyle Levinton,--,--,,--,81ddc98fceb30086
Natan Levy,"5' 9""","71""",Southpaw,"Sep 30, 1991",a29db9cd4f9ccea5
John Lewis,"6' 0""",--,Southpaw,--,4a01dc8376736ef5
Derrick Lewis,"6' 3""","79""",Orthodox,"Feb 07, 1985",d3df1add9d9a7efb
Bevon Lewis,"6' 3""","79""",Orthodox,"May 05, 1991",899923ff6ab13917
Brandon Lewis,"5' 4""","70""",Orthodox,"Aug 02, 1997",6623cb1c27025634
Malik Lewis,"6' 0""","76""",Orthodox,"Mar 04, 1996",f60dbe6e05489c4f
Chi Lewis-Parry,"6' 9""",--,,"Aug 10, 1983",a307a10414d0ad00
Li Jingliang,"6' 0""","71""",Orthodox,"Mar 20, 1988",e64b96c07d7ce999
Liang Na,"5' 5""","67""",Orthodox,"Jul 27, 1996",ec0dcceace7d25a3
Jess Liaudin,"5' 9""","72""",Orthodox,--,a8aba6fd8a463043
Chuck Liddell,"6' 2""","76""",Orthodox,"Dec 17, 1969",a390eb8a9b2df298
Rodrigo Lidio,"5' 11""","73""",Orthodox,"Jul 07, 1989",11b5a809c3120e27
Sam Liera,--,--,,--,421ccfc6ddb17958
Zach Light,"5' 8""",--,Orthodox,"Feb 06, 1974",5d7c18191b8aa432
Scott Lighty,"6' 2""",--,,"Oct 15, 1978",998c8890a8dde1eb
Chris Liguori,"5' 9""",--,Orthodox,--,0e31bfd26cc8c503
Donnie Liles,"5' 9""",--,Orthodox,--,a1bf037613180253
Jae Suk Lim,"5' 9""",--,Orthodox,"Nov 09, 1979",bbb15f301e4a490a
Hyun Gyu Lim,"6' 3""","77""",Orthodox,"Jan 16, 1985",203c957eac95dd87
Juliana Lima,"5' 5""","65""",Orthodox,"Mar 15, 1982",75a6a390fd5dca46
Dhiego Lima,"6' 2""","75""",Orthodox,"Jan 31, 1989",e9213f53ddeca978
Douglas Lima,"6' 1""",--,,"Jan 05, 1988",264111bf62662fbf
Mabelly Lima,"5' 2""",--,Orthodox,"Jan 25, 1994",6135fd9665fbb74e
Andre Lima,--,--,,"Feb 04, 1999",b1f21ce050035d58
Miguel Linares,--,--,,--,18c49685296c60e6
Emiliano Linares,"5' 8""","72""",Orthodox,"Apr 21, 1997",a4ef92274a45143d
Matt Lindland,"6' 0""","74""",Southpaw,"May 17, 1970",0e041d43a47d2e4b
Jake Lindsey,"5' 11""",--,Switch,"Jun 21, 1986",33e00249ef08d3a4
John Lineker,"5' 3""","67""",Orthodox,"Jun 12, 1990",c268b2cfebccf652
Austin Lingo,"5' 10""","70""",Orthodox,"Jul 10, 1994",305d73ede05e31ad
Lucio Linhares,"6' 2""",--,Orthodox,"Dec 08, 1973",a780d16cf7eed44d
Philipe Lins,"6' 2""","78""",Orthodox,"Aug 17, 1985",53c943c873cffe90
Ariane Lipski,"5' 6""","67""",Orthodox,"Jan 26, 1994",6551c64fbcd1a467
Tainara Lisboa,"5' 7""","67""",Orthodox,"Mar 02, 1991",2c5f5749569eef66
Dean Lister,"6' 1""","75""",Orthodox,"Feb 13, 1976",68c6cd5287b473a7
Wesley Little,"6' 4""",--,,--,008c6e1a25751575
James Llontop,--,--,,"Aug 02, 1999",93b2b7caa457cbea
Abner Lloveras,"5' 11""",--,,"Sep 04, 1982",6448e57a9533b7e4
Brian Lo-A-Njoe,"5' 7""",--,Orthodox,--,7abce81b72fbbd9b
John Lober,"5' 11""",--,Orthodox,"Feb 26, 1968",31652c9267606d54
Artem Lobov,"5' 9""","65""",Southpaw,"Aug 11, 1986",02f2a9702ba3d167
Dylan Lockard,"5' 9""","72""",Orthodox,"May 19, 1992",9caa254991a5a698
Sean Loeffler,"6' 3""",--,Orthodox,"May 23, 1982",d3d1ff3f3dfa0931
Christian Lohsen,"6' 2""","77""",Southpaw,"Jan 24, 1995",4ab36d70d1b28b58
David Loiseau,"6' 0""","76""",Orthodox,"Dec 17, 1979",22e47b53e4ceb27c
Hector Lombard,"5' 9""","71""",Southpaw,"Feb 02, 1978",db1f2ed63b54b9a7
Michael Lombardo,"6' 0""","72""",Orthodox,"Apr 03, 1990",6d6b9a6cb063b60d
Rocky Long,--,--,,"Feb 18, 1978",10e04e5e81f391a0
Thomas Longacre,"5' 9""",--,Orthodox,--,989be26791d0aad4
Loma Lookboonmee,"5' 1""","61""",Orthodox,"Jan 18, 1996",4e30e4250cb08b61
Ange Loosa,"5' 10""","74""",Orthodox,"Mar 18, 1993",1497e735d9f2560a
Lucas Lopes,"6' 2""",--,,"Oct 05, 1979",1f70dd67ad507990
Dileno Lopes,"5' 5""",--,,"Sep 26, 1984",8270c00fae24c922
Diego Lopes,"5' 11""","72""",Orthodox,"Dec 30, 1994",f166e93d04a8c274
Bruno Lopes,"6' 2""","75""",Orthodox,"Apr 24, 1993",0abcf6bc47191219
Ivan Lopez,"5' 6""",--,Southpaw,--,0db9d2486d564a3c
Steve Lopez,"5' 11""",--,Orthodox,"Jul 30, 1984",6085ceb59087514b
Federico Lopez,"5' 4""",--,Orthodox,--,9681e0ce67dc978b
Jorge Lopez,"5' 10""",--,Orthodox,"Nov 21, 1988",ee624ee2a18f2a43
Christopher Lopez,"5' 10""",--,,"Jan 30, 1986",5148a665aa527865
Matthew Lopez,"5' 7""","69""",Southpaw,"Jan 21, 1987",2fc7e9701642ca38
Benito Lopez,"5' 10""","73""",Switch,"Apr 06, 1994",773f7feacf96153e
Gustavo Lopez,"5' 5""","67""",Orthodox,"Jun 27, 1989",93b62c5f2ba18e51
Brendan Loughnane,"5' 10""","70""",Switch,"Dec 05, 1989",b788862dd1c11eac
Nate Loughran,"6' 2""",--,Orthodox,"Jul 28, 1980",cbf94e4c4af4ff6d
Caolan Loughran,"5' 6""","68""",Orthodox,"May 18, 1996",42ac4020cba261ad
Rashard Lovelace,--,--,,--,e601d71cf8e5be22
Ian Loveland,"5' 8""",--,Orthodox,"Sep 07, 1983",eea0274e153256a0
Jakob Lovstad,"6' 3""",--,Orthodox,--,ad044be25c94dcfd
Waylon Lowe,"5' 7""",--,Southpaw,"Oct 31, 1980",28f62d866c59c709
Brandon Lowe,--,--,,--,78ac94d54aa7f378
Joe Lowry,"5' 11""","73""",Orthodox,"Dec 12, 1989",86248c84834238e7
Lu Kai,"5' 9""","69""",Orthodox,"Mar 01, 1994",a2d23e684b3db732
Lu Zhengyong,--,--,,--,dc1bfd47c3b21ad3
Robert Lucarelli,"6' 2""",--,,--,96087e90d900f0ef
Matt Lucas,"6' 1""",--,,--,668222c99c5c311d
Cleber Luciano,"5' 6""",--,,--,9bdebbf2735d14c2
Iasmin Lucindo,"5' 3""","66""",Orthodox,"Jan 08, 2002",abcf2cc6efc42031
Duane Ludwig,"5' 10""","70""",Orthodox,"Aug 04, 1978",84ac950d4c1722dd
Mike Lullo,"5' 8""",--,Orthodox,"Jul 24, 1979",e26882820f9e8df5
Dalcha Lungiambula,"5' 8""","76""",Orthodox,"Jul 31, 1987",ce632027bf2a871b
Alexandru Lungu,"6' 0""",--,Orthodox,"Sep 03, 1974",4887e5bc4dbb73ff
Vicente Luque,"5' 11""","75""",Orthodox,"Nov 27, 1991",6d4b63c767106d3a
Thaddeus Luster,"6' 3""",--,,--,505934897b8b4824
Travis Lutter,"5' 11""","75""",Orthodox,"May 12, 1973",622f015c81a9b13a
Tucker Lutz,"5' 8""","72""",Orthodox,"Jul 12, 1994",7832f2f62f04178f
Lv Zhenhong,"5' 8""","67""",Switch,"Jun 25, 1993",5a4913108a3b9190
Stevie Lynch,"5' 10""",--,Orthodox,--,710d93f1508f7104
Adam Lynn,"5' 10""",--,Orthodox,--,edfe95e3c33a4bf8
Chris Lytle,"5' 11""","68""",Orthodox,"Aug 18, 1974",91acd6910b802a9e
Dong Hyun Ma,"5' 11""","70""",Orthodox,"Sep 09, 1988",98a6b2361045898f
Pawan Maan,"5' 7""","70""",Orthodox,"Apr 06, 1986",450bacdacd706bcd
William Macario,"5' 11""","75""",Orthodox,"Jul 01, 1991",ed74afc8b5b47a61
Jason MacDonald,"6' 3""","80""",Orthodox,"Jun 03, 1975",2be6596a9db33bf5
Rob MacDonald,"6' 3""","78""",Orthodox,"Sep 05, 1978",f3388d2cf7ab3f64
Rory MacDonald,"6' 0""","76""",Orthodox,"Jul 22, 1989",cbd5d3cdd862e90e
Ryan MacDonald,"5' 11""","71""",Switch,"Mar 18, 1993",35e1f9984ed64206
Clayton MacFarlane,--,--,,--,39831e62d12e7ad1
Ilima Macfarlane,"5' 4""",--,,--,8cf90e41646491fd
Valesca Machado,"5' 4""","63""",Orthodox,"May 06, 1996",a1a91dbf41a029c4
Caio Machado,"6' 4""","78""",Southpaw,"Jul 20, 1994",89839250eb25c9c1
Lyoto Machida,"6' 1""","74""",Southpaw,"May 30, 1978",f7a7f7118d4b01b6
War Machine,"5' 11""",--,Orthodox,"Nov 30, 1981",cd7bafbeee1f29a0
Anthony Macias,"5' 9""",--,Switch,--,dedc3bb440d09554
Pauline Macias,"5' 4""","64""",Southpaw,"Jun 27, 1988",e88b83dea18f5d31
Reza Madadi,"5' 11""","73""",Orthodox,"Jun 20, 1978",e25bcbcdaf6537a1
Don Madge,"6' 0""","72""",Southpaw,"Nov 12, 1990",68c7ad953455c73f
Ryan Madigan,"6' 0""",--,Orthodox,--,a8d521d913df4e31
Victor Madrigal,--,--,,--,cc63a5f0089d8ba9
Jon Madsen,"6' 0""","72""",Orthodox,"Feb 12, 1980",7691a80e6ca3e55b
Mark Madsen,"5' 8""","72""",Orthodox,"Sep 23, 1984",da0995f19b749cfa
Yoshiro Maeda,"5' 7""","68""",Southpaw,"Oct 31, 1981",a4bf17bd3ba3423b
Leonardo Mafra,"5' 10""","70""",Orthodox,"Apr 25, 1989",8bbc0cfc01bc1ba1
Vinny Magalhaes,"6' 3""","75""",Orthodox,"Jul 02, 1984",88a9bc81271ccd89
Vinicius Magalhaes,--,--,,"Jul 30, 1971",1b583c64c23f0c7f
Caio Magalhaes,"6' 1""","73""",Orthodox,"Dec 14, 1987",0c5c66ddd1886b83
Bernardo Magalhaes,"5' 9""",--,Orthodox,"Apr 08, 1981",7a613f78dd7ee8f8
Eric Magana,--,--,,--,8db1b36dde268ef6
Brandon Magana,--,--,Orthodox,--,2015c944226ad2df
Angela Magana,"5' 1""","65""",Orthodox,"Aug 02, 1983",bd878a638e0e3be3
Neil Magny,"6' 3""","80""",Orthodox,"Aug 03, 1987",84b3e7d38f2d2ec5
Raimond Magomedaliev,--,--,,"Jun 10, 1990",d16373b3568678d4
Ibragim Magomedov,"6' 0""",--,Orthodox,--,e7e970d508529bf3
Rashid Magomedov,"5' 9""","70""",Orthodox,"Nov 29, 1984",7ea1f74cef32f906
Ruslan Magomedov,"6' 3""","78""",Orthodox,"Nov 26, 1986",369e1ce458ef50a6
Abus Magomedov,"6' 2""","78""",Orthodox,"Sep 02, 1990",36b8f265bcd1b7a4
Shara Magomedov,"6' 2""",--,,"May 16, 1994",06734ca9d88dec3a
Zabit Magomedsharipov,"6' 1""","73""",Orthodox,"Mar 01, 1991",87aa9fb63d6b51a1
John Maguire,"5' 9""","69""",Southpaw,"May 19, 1983",1a7745388839e52b
Lolohea Mahe,--,--,,--,fb0b6593cec84356
Michelle Maher,--,--,,--,118463dd8db16e7f
Maheshate,"6' 0""","71""",Orthodox,"Dec 01, 1999",8c1ca54b5089d199
Bill Mahood,"6' 3""",--,Orthodox,"Feb 01, 1967",ae58685caf8e4a0d
Klayton Mai,"5' 9""",--,,"Nov 30, 1986",7a9c1bb08a743d7f
Demian Maia,"6' 1""","72""",Southpaw,"Nov 06, 1977",427b5953ac8e3a27
Jennifer Maia,"5' 4""","64""",Orthodox,"Oct 06, 1988",8e1f36476ef02a6a
Nayara Maia,"5' 5""","66""",Orthodox,"Jul 25, 1990",03b1b79b34eaf217
Roshan Mainam,--,--,,--,b301292b1bc92bdb
Levan Makashvili,"5' 8""","68""",Orthodox,"Jan 07, 1989",938ad489fb7a1f31
John Makdessi,"5' 8""","68""",Orthodox,"May 03, 1985",c21a036b4e012f1c
Islam Makhachev,"5' 10""","70""",Southpaw,"Oct 27, 1991",275aca31f61ba28c
Aliev Makhmud,"5' 6""",--,Southpaw,"Feb 13, 1970",3d481aa374c954a1
Zach Makovsky,"5' 4""","64""",Southpaw,"Apr 19, 1983",57ab4d7c0bc09a30
Azat Maksum,"5' 7""","70""",Southpaw,"Feb 02, 1995",7f1bf0c255ec8756
Jeremy Malaterre,"5' 11""",--,,--,110404b505fb562c
Fabio Maldonado,"6' 1""","75""",Orthodox,"Mar 17, 1980",1fb80f46d3c105d9
Marvin Maldonado,"5' 6""",--,,--,e5ce754b01f922be
Bea Malecki,"5' 9""","74""",Orthodox,"Aug 23, 1991",b60c980f79b87ce8
Nazareno Malegarie,"5' 8""",--,,"May 16, 1986",d38e8c6ae2dfc051
Carl Malenko,"5' 11""",--,Orthodox,--,a314687f372b2cec
Jacob Malkoun,"5' 9""","73""",Orthodox,"Aug 26, 1995",d4270315cbcf2569
Mike Malott,"6' 1""","73""",Orthodox,"Nov 07, 1991",dd6103dd7127db1d
Dan Manasoiu,--,--,,--,eefc73b53d4a05d7
Troy Mandaloniz,"5' 9""",--,Orthodox,"Feb 01, 1980",725a834930c2b5bf
Nate Maness,"5' 10""","72""",Orthodox,"Jun 27, 1991",6e9f40c706f91f32
Michael Mangan,--,--,,--,9297ce6eee046f7a
Gary Mangat,"5' 7""",--,,--,1c0ffc63d8ec8f45
Melvin Manhoef,"5' 9""",--,Orthodox,"May 11, 1976",e5767ed355a937c2
Melchor Manibusan,"5' 5""",--,Southpaw,"Dec 27, 1976",b6c6d1731ff00eeb
Jon Manley,"6' 1""",--,Orthodox,"Jul 07, 1986",a0602dd050bebefc
Steve Mann,"6' 1""",--,,--,0eef1bf99afd4ff2
Marnic Mann,"5' 0""","64""",Southpaw,"Mar 05, 1993",b6203e0492a9336c
Dylan Mantello,--,--,,"Nov 19, 1992",e192ebb85b68fa9e
Chris Manuel,"5' 9""",--,Orthodox,"Jul 21, 1987",a23e63184c65f5b8
Jimi Manuwa,"6' 1""","79""",Orthodox,"Feb 18, 1980",1e1dbd1cc5a7469e
Cristiano Marcello,"5' 9""","72""",Orthodox,"Dec 03, 1977",ff4c3ab594c7fac3
Daniel Marcos,"5' 7""","69""",Orthodox,"Mar 07, 1993",850266b3dc4e506e
Jose Maria,"5' 5""",--,Orthodox,"Jan 04, 1982",b35ba64b6a2bbcb3
Marcos Mariano,"6' 1""","76""",Switch,"Oct 12, 1986",72e5e5a6edfa8223
Enrique Marin,"5' 10""",--,,"Sep 02, 1986",23a6e307077c6ccc
Chepe Mariscal,"5' 7""","69""",Orthodox,"Oct 27, 1992",e0c6edcb5b5d0b90
Ronny Markes,"6' 1""","75""",Orthodox,"Apr 21, 1988",bd21a1e3d41c97ee
Rory Markham,"6' 0""","71""",Orthodox,"Mar 25, 1982",23a16ebe733e3041
Randa Markos,"5' 4""","63""",Orthodox,"Aug 10, 1985",4a57ebb14315b251
Christina Marks,"5' 7""","69""",Orthodox,"Nov 08, 1985",c7be22a47a58365a
Nate Marquardt,"6' 0""","74""",Orthodox,"Apr 20, 1979",a8e6a69796280f17
Danilo Marques,"6' 6""","77""",Orthodox,"Dec 26, 1985",687c15b2eddfaa63
Julian Marquez,"6' 2""","72""",Orthodox,"May 08, 1990",d0e1b42d41dab603
Carmelo Marrero,"6' 0""","73""",Orthodox,"Jan 26, 1981",aa03a3ca00ac6827
Cesar Marscucci,--,--,,--,e8efeb9cf33b1941
John Marsh,"6' 0""",--,Orthodox,"Sep 15, 1970",b6b12014698cc345
CJ Marsh,--,--,,--,4c91eb190d5e0dd9
Eliot Marshall,"6' 2""","77""",Orthodox,"Jul 07, 1980",a08d909a5be6f410
Doug Marshall,"5' 10""",--,Orthodox,"Sep 09, 1975",0c1773639c795466
David Marshall,"6' 2""",--,,"Aug 24, 1984",0a2813f89a758ff7
Francis Marshall,"5' 9""","72""",Orthodox,"Mar 03, 1999",5d495dec23d7c68e
Jack Marshman,"6' 0""","73""",Orthodox,"Dec 19, 1989",045f25b3a4c08e81
Terry Martin,"5' 8""","71""",Orthodox,"Oct 10, 1980",6a92caba39b64752
Eric Martin,--,--,,--,abbc4fc02e0d84b3
Justin Martin,"6' 0""",--,,--,3da19339ee7051d5
Dave Martin,"6' 0""",--,,--,92c96df8bdab5fea
Joe Martin,"5' 9""",--,,--,325550dab63fb25a
Anthony Rocco Martin,"6' 0""","73""",Orthodox,"Dec 11, 1989",5331b25a60417ffb
Mallory Martin,"5' 4""","63""",Orthodox,"Jan 29, 1994",19b7738321cfae42
Michal Martinek,"6' 2""",--,Southpaw,"Apr 19, 1990",9acf42aebe9bb895
Rainy Martinez,"6' 0""",--,Orthodox,--,577ec7e108b94be3
Danny Martinez,"5' 6""","67""",Orthodox,"Jun 14, 1985",8a9c6c4301f6d088
Alonzo Martinez,"5' 10""",--,,"Apr 22, 1984",feffee4fc6da3aa3
Henry Martinez,"5' 7""","69""",Southpaw,"Aug 07, 1983",76729a829623e266
Jonathan Martinez,"5' 8""","70""",Southpaw,"Apr 20, 1994",f2477cf43c4975cc
Poppies Martinez,"5' 9""",--,,"Aug 19, 1983",8851bb0418d27d28
Andrew Martinez,"5' 9""",--,,--,f8c2aba4815876b5
Mana Martinez,"5' 10""","70""",Orthodox,"Mar 25, 1996",c0386644627a7ee5
Victor Martinez,"5' 8""","70""",Orthodox,"Jul 17, 1991",3e708ce33b6b18e6
Roque Martinez,"5' 10""","72""",Orthodox,"Mar 04, 1986",2c5a0b8317f8f27a
Melissa Martinez,"5' 2""","66""",Southpaw,"Aug 18, 1997",3f4c3bc822bea45d
Wagner da Conceicao Martins,"6' 7""",--,Orthodox,"May 19, 1978",563d051c9e769b24
Adriano Martins,"5' 10""","72""",Southpaw,"Dec 16, 1982",7dcf06c1967801c1
Lucas Martins,"6' 0""","72""",Southpaw,"Nov 11, 1988",7413b80dbb0f8f9f
Max Martyniouk,--,--,,--,69d3fa376ff2595e
Bristol Marunde,"6' 1""","75""",Orthodox,"Apr 20, 1982",a17322f99ddfd8e9
Shoji Maruyama,"5' 7""",--,Orthodox,"Apr 24, 1983",c046100aea0dba9a
Kazuma Maruyama,"5' 11""","72""",Orthodox,"Jul 19, 1992",aa1a873d05acc7eb
Mike Massenzio,"6' 2""","73""",Southpaw,"Nov 01, 1982",5b2d7906aa894274
Jameel Massouh,"5' 10""","72""",Orthodox,"Sep 12, 1984",883922e5cd6d8473
Tiffany Masters,"5' 3""","65""",Orthodox,"Jul 31, 1994",ca743f96dd2063d5
Jorge Masvidal,"5' 11""","74""",Orthodox,"Nov 12, 1984",47b9e0e7703a4868
Al Matavao,"5' 8""","67""",Orthodox,"Feb 23, 1994",eec3fe66a8b11a26
Eduardo Matias Torres,--,--,,"Apr 26, 1995",c8d46028907bcece
Tateki Matsuda,"5' 7""",--,Orthodox,"Feb 27, 1986",3a524c6700addc24
Daijiro Matsui,"5' 9""",--,Orthodox,"Dec 05, 1972",cd42bbe8887bba90
Koichiro Matsumoto,"5' 7""",--,,"Mar 07, 1986",2fb6f197d1fbc779
Jean Matsumoto,--,--,,"Sep 09, 1999",ffd3224638c01b57
Koyomi Matsushima,"5' 7""","66""",Orthodox,"Oct 08, 1992",5ad226da6c74a48e
Naoki Matsushita,"5' 6""",--,Orthodox,--,990060b2a68a7b82
AJ Matthews,"5' 11""",--,,--,18e4f61f16f458c6
Jake Matthews,"5' 11""","73""",Orthodox,"Aug 19, 1994",a845f0735bc67405
Connor Matthews,"5' 8""",--,Switch,"May 31, 1992",36e78278a77006d4
Claudio Mattos,--,--,Orthodox,--,6e2b1d631832921d
John Matua,"6' 2""",--,Orthodox,--,c933d423ebdbbbdb
Francesco Maturi,--,--,,--,d3b5ad3b15a64a18
Vladimir Matyushenko,"6' 0""","74""",Orthodox,"Jan 04, 1971",ccdd90bd1fc7dab6
Miranda Maverick,"5' 3""","65""",Southpaw,"Jul 01, 1997",f29a6350c69f4a33
Nick Maximov,"6' 0""","76""",Southpaw,"Dec 23, 1997",12585614e0ed2626
Elaina Maxwell,"5' 8""",--,Orthodox,"Dec 16, 1978",a16ce18149021139
Jeremy May,"6' 1""",--,,"Oct 23, 1986",c32fdfe75cda5b22
Jack May,"6' 8""",--,Switch,"Apr 14, 1981",2c6e81426dd7573c
Don'Tale Mayes,"6' 6""","81""",Orthodox,"Jan 16, 1992",1a9480fc288e55d7
Gray Maynard,"5' 9""","70""",Orthodox,"May 09, 1979",7d96bc577e5178b2
Brooke Mayo,"5' 7""",--,,--,1b41c21d947d6f2f
Gina Mazany,"5' 6""","68""",Southpaw,"Aug 19, 1988",016a8d958883167c
Sabina Mazo,"5' 7""","70""",Orthodox,"Mar 25, 1997",70d2329a92864fdb
Scott McAfee,"5' 8""",--,Orthodox,"Aug 23, 1983",7e7d81bf162a5ec1
Bobby McAndrews,--,--,Orthodox,--,ef6f45095119d416
Michael McBride,"6' 1""",--,Orthodox,"Mar 09, 1986",443f60bec7c3c3d5
Ian McCall,"5' 5""","64""",Orthodox,"May 07, 1984",701e057d63c124d9
Molly McCann,"5' 4""","62""",Orthodox,"May 04, 1990",51018a31ddf31eb2
Charles McCarthy,"5' 10""","71""",Orthodox,"Aug 06, 1980",da97d6c97d09c030
Sean McCorkle,"6' 7""","81""",Orthodox,"Jul 17, 1976",008dc37cca279def
Kris McCray,"6' 0""","76""",Orthodox,"Sep 24, 1981",baed16f18348908e
Tamdan McCrory,"6' 4""","76""",Switch,"Nov 05, 1986",eff47295daf721a6
Rob McCullough,"5' 9""","69""",Orthodox,"May 26, 1977",11e3fd7546359fc5
Justin McCully,"6' 1""","73""",Orthodox,"Feb 18, 1976",75f871836d41f90f
Robert McDaniel,"6' 3""","75""",Southpaw,"May 03, 1983",5cafbc97dba2e797
Michael McDonald,"5' 11""",--,Orthodox,"Feb 06, 1965",d52ef694108f8235
Scott McDonald,--,--,,--,08ae3100bf2100ed
Michael McDonald,"5' 9""","70""",Orthodox,"Jan 15, 1991",d0314416a7f26527
Josh McDonald,--,--,,--,b507a76087e3ed9f
Miles McDonald,"5' 7""",--,,"Aug 13, 1991",a3f8356ace5e3eb5
Justin McElfresh,"6' 6""",--,Orthodox,"Jan 04, 1980",49c29e57d4e2be6f
Drew McFedries,"6' 0""","72""",Southpaw,"Jul 27, 1978",1fd4fbdcc67de844
Liam McGeary,"6' 6""",--,,"Oct 04, 1982",e4e0993befecdaf8
Gan McGee,"6' 10""",--,Orthodox,"Nov 20, 1976",d90b630e0561818b
Court McGee,"5' 11""","75""",Orthodox,"Dec 12, 1984",523fa774700d7d3f
Marcus McGhee,"5' 8""","69""",Orthodox,"May 07, 1990",c0ac37a4a1133da9
Ryan McGillivray,"5' 11""",--,,"Sep 27, 1986",1f9c371c93dfd3a9
Ryan McGivern,"6' 0""",--,Orthodox,"Jan 17, 1980",856ec65948b7d234
Jack McGlaughlin,--,--,Orthodox,--,237187ed9f419285
Conor McGregor,"5' 9""","74""",Southpaw,"Jul 14, 1988",f4c49976c75c5ab2
Greg McIntyre,"5' 10""",--,Orthodox,"Apr 21, 1980",00a905a4a4a2b071
Antonio McKee,"5' 8""",--,Southpaw,"Mar 12, 1970",3414b50b08a10600
AJ McKee,"5' 10""",--,,--,f3ec0214794a699e
Rhys McKee,"6' 2""","78""",Orthodox,"Sep 10, 1995",f748267c4ab6c127
Cory McKenna,"5' 3""","58""",Orthodox,"Jul 11, 1999",3351aa64aa83c4d9
Tim McKenzie,"6' 0""","74""",Orthodox,"Jul 21, 1982",9ca265dfe8323db3
Cody McKenzie,"6' 0""","72""",Switch,"Dec 16, 1987",7be63795363029e8
Terrance McKinney,"5' 10""","73""",Switch,"Sep 15, 1994",809bd1a871491508
Brian McLaughlin,"5' 9""",--,,"May 12, 1984",6488729da7ac1c79
